source_name,link,answer_id,question_id,question,answer
,https://workdrive.zoho.in/folder/zu51z3e4e6d3963c949e9b4be58db558de5b5,697dc075622aa3a1830706ae,697dbfb7622aa3a18307064b,What is the average yield of HG 220 paddy variety per acre?,"There is no HG 220  rice variety in paddy that has been cultivated in Haryana and neighboring regions. Based on field data and farmer experiences, So alternative rice variety are mentioned as follow.
    
Modern Alternatives:
Recommended alternatives include:
A) Medium Duration (135–150 days)
HKR 126:
HKR 126 is a semi-dwarf, high-yielding rice variety with dark green leaves and long, slender grains. It is suitable for timely transplanting and can tolerate water stress for up to 10 days without any yield loss. The variety is resistant to stem rot and white-backed planthopper (WBPH) and is moderately resistant to bacterial blight.
HKR 127:
HKR 127 is a semi-dwarf, high-yielding variety with golden yellow–coloured grains and high milling recovery. It matures in about 139 days. The variety is tolerant to false smut and is suitable for timely planting.

B) Mid-early Duration (120–135 days)
HKR 47:
HKR 47 takes about 135 days from seed to seed. It is a semi-dwarf, high-yielding variety with golden-coloured grains and gives high milling rice recovery. The variety is tolerant to false smut and is suitable for both early and late planting.
IR 64: It is a semi-dwarf, high-yielding variety that is resistant to white-backed planthopper (WBPH) and moderately resistant to bacterial blight. The variety is suitable for early and late planting and performs well under both normal and salt-affected soil conditions.

C) Early Duration (100–120 days)
HKR 48: HKR 48 is a semi-dwarf, high-yielding variety with a sturdy stem and extra-long grains. It is moderately resistant to bacterial blight, matures in about 118 days, and is suitable for both early and late planting.
 
Seed Source:
Farmers should obtain certified seeds from authorized government agencies like the State Seeds Corporation, National Seeds Corporation, or university seed production units to ensure genetic purity and germination standards.
 
For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer."
,https://workdrive.zoho.in/folder/zu51z49207ef408e24c359836b06cc3ee30de,697dc0c5622aa3a1830706bc,697dbfb7622aa3a183070686,What is stem canker disease in paddy and how to control it?,"Stem canker, also known as bacterial sheath rot, is a serious bacterial disease affecting paddy crops, particularly prevalent in the Haryana region during the Kharif season. This disease is caused by the bacterium *Pseudomonas fuscovaginae* and can significantly reduce both crop yield and grain quality if left unmanaged.
 
 **Disease Description and Symptoms:**
 
 Stem canker primarily affects the leaf sheaths and stems of paddy plants, typically appearing during the tillering to booting stages. In the early stages, small water-soaked lesions appear on the leaf sheaths near the water line. As the disease progresses, these lesions expand and turn grayish-brown to dark brown with irregular margins. The affected sheaths may develop a rotting appearance with a characteristic foul odor. In severe cases, the infection spreads to the stem tissue, causing canker-like symptoms with discoloration and hollowing of stems. Infected plants show stunted growth, reduced tillering, and premature drying of leaves. When infection occurs during the reproductive stage, it can cause incomplete grain filling, resulting in chaffy or partially filled grains with reduced weight and poor quality.
 
 **Severity Levels:**
 
 Early infection manifests as isolated water-soaked spots that are easily overlooked. At moderate severity, multiple lesions coalesce, covering 25-50% of the sheath area, with visible yellowing of upper leaves. In advanced stages, extensive rotting occurs, stems become hollow and brittle, leading to lodging, and grain formation is severely compromised with yield losses exceeding 30-40%.
 
 **Control Measures:**
 
 **Chemical Control:**
 For effective management of stem canker, spray Streptocycline 600 ppm solution at 6-8 grams per 200 liters of water per acre. Alternatively, use Copper Oxychloride 50% WP at 600 grams per acre mixed in 200 liters of water. Apply the first spray at the onset of disease symptoms or preventively at the tillering stage, with a repeat application after 10-15 days if infection persists. Ensure thorough coverage of leaf sheaths and lower plant parts where the disease first appears. For better efficacy, add a sticking agent to improve spray adhesion.
 
 **Biological Control:**
 Incorporate biological control agents such as *Pseudomonas fluorescens* at 10 grams per liter of water as a foliar spray. Seed treatment with *Pseudomonas fluorescens* at 10 grams per kilogram of seed before sowing provides additional protection. Apply *Trichoderma viride* formulations to the field at 5 kg per acre mixed with 50 kg of farmyard manure to enhance soil microbial activity.
 
 **Cultural Practices:**
 Maintain proper field sanitation by removing and destroying infected plant debris from previous crops. Avoid excessive nitrogen fertilization, which promotes succulent growth susceptible to bacterial infection. Ensure proper water management; avoid keeping continuous standing water, and practice intermittent irrigation. Use disease-free certified seeds from reliable sources. Maintain optimum plant spacing (20Ã—15 cm for transplanted paddy) to ensure good air circulation. Grow resistant or tolerant varieties like PR-126, PR-127, or CSR-30, which show better tolerance to bacterial diseases.
 
 **Safety Precautions:**
 
 When handling and applying chemical bactericides, farmers must wear appropriate protective equipment including gloves, face masks, goggles, and full-sleeved clothing to prevent skin contact and inhalation. Avoid spraying during windy conditions or peak sunlight hours; early morning or late evening applications are most effective. Observe the Pre-Harvest Interval (PHI) of at least 15-20 days between the last spray and harvest to ensure food safety. Dispose of empty chemical containers responsibly by burying them away from water sources or returning them to collection centers. Never reuse chemical containers for storing food or water. Wash hands and exposed body parts thoroughly with soap and water after handling chemicals.
 
 **For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.**"
,https://workdrive.zoho.in/folder/zu51za043d5e06d5a4581bde8b65aed2749c3?layout=list,69804865622aa3a183070c19,698042d9622aa3a183070b57,What is the recommended seed rate for Direct Seeded Rice (DSR) cultivation system?,"Direct Seeded Rice (DSR) is an efficient cultivation method where pre-germinated seeds are directly sown in the field without raising nurseries or transplanting seedlings. The seed rate is a crucial factor that determines crop establishment, plant population, and ultimately yield potential in the DSR system.
 
Recommended Seed Rate for DSR:
 
For Direct Seeded Rice cultivation, the recommended seed rate varies between 10-15 kg per acre  depending on seed quality, germination percentage, and sowing method. For fine varieties like Basmati, the seed rate should be on the lower side (8-12 kg/acre)

Factors Affecting Seed Rate:
 
Sowing Method: Broadcasting requires higher seed rate (15-18 kg/acre) compared to line sowing with seed drill (20 kg/acre) as line sowing ensures better seed placement and germination.
 
Seed Treatment and Preparation:
Before sowing in DSR system, treat seeds with Carbendazim 50% WP or Thiram 75% WS @ 2-2.5 grams per kg of seed to protect against seed-borne diseases. For pre-germinated seeding, soak the seeds for 24 hours and incubate for 24-48 hours until the radical just emerges (2-3 mm). This ensures better and uniform germination.
 
 Best Practices for DSR:
 
 1. Land Preparation: Ensure perfectly leveled fields using laser land leveler to avoid water stagnation and ensure uniform crop stand.
 
 2. Sowing Time: In Haryana, the ideal time for DSR sowing is mid-May to early June when soil temperature is above 20°C.
 
 3. Sowing Depth: Maintain 2-3 cm sowing depth for optimal germination. Shallow sowing may cause drying, while deep sowing delays emergence.
 
 4. Row Spacing: Maintain 20 cm row-to-row spacing for better weed management and nutrient utilization.
 
 Recommended Varieties for DSR in Haryana:
 
 PR-126, PR-129, Pusa Basmati 1509, Pusa-1121, and CSR-30 are suitable varieties for DSR system in Haryana. These varieties have good seedling vigor, early maturity, and better weed competitiveness.
 
For further guidance on seed rate calculation, variety selection, or DSR cultivation practices specific to your region, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer in Jind district for personalized recommendations based on your soil type and climatic conditions."
,https://workdrive.zoho.in/folder/0vc13a295ccb6ae9d474298d8f3343f02437f?layout=list,6982cb5e2909c90266b65066,6982c68b2909c90266b6500b,What is the information regarding the use of Emamectin Benzoate 5% + Profenophos 40% WG insecticide for paddy crop?,"As per the PPQS, Emamectin Benzoate 5% + Profenophos 40% WG is not recommended for Paddy cultivation. For further guidance or clarification on pest identification, appropriate dosage adjustments based on severity, or any other concerns regarding paddy crop protection, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer in Panipat district."
,https://www.kiran.nic.in/pdf/Agri-Kaleidoscope/NICRA/NICRA%20Rice%20English.pdf?,695f23e3324d4e642adc9374,695e48f6770b5fe9194c7731,"Can DAP, potash, and mycorrhiza be applied together?","Yes, DAP (Di-Ammonium Phosphate), Potash (Muriate of Potash), and Mycorrhiza (bio-fertilizer) can be applied together at the time of paddy transplanting without any adverse effects. This combined application is actually beneficial for improving soil health and ensuring balanced nutrition for the paddy crop.
 
 Soil Testing and Fertilizer Requirements:
 Before applying fertilizers, it is recommended to conduct a soil test to determine the exact nutrient status of your field. For paddy cultivation in Uttar Pradesh, the general recommendation is approximately 120 kg Nitrogen, 60 kg Phosphorus (P2O5), and 40 kg Potassium (K2O) per hectare. However, these doses may vary based on soil test results and the fertility status of your field.
 
 Organic Matter Application:
 Prior to chemical fertilizer application, incorporate well-decomposed Farm Yard Manure (FYM) at 10-12 tonnes per hectare or vermicompost at 5-6 tonnes per hectare during field preparation. This improves soil structure, water retention capacity, and provides slow-release nutrients throughout the crop season.
 
 NPK Application Method:
 At the time of transplanting, apply the full dose of Phosphorus through DAP (approximately 130 kg DAP per hectare) and the full dose of Potassium through Muriate of Potash (approximately 65-70 kg per hectare). Apply these fertilizers as basal dose by broadcasting uniformly in the field before the final puddling operation, or incorporate them into the soil at transplanting time. Nitrogen should be applied in split doses: 50% at transplanting, 25% at tillering stage (3-4 weeks after transplanting), and 25% at panicle initiation stage.
 
 Mycorrhiza Application:
 Mycorrhiza is a beneficial bio-fertilizer containing fungal organisms that form symbiotic associations with plant roots, enhancing nutrient uptake, particularly phosphorus. Apply 5-10 kg of Mycorrhiza per hectare by mixing it with the soil near the root zone during transplanting. It can be mixed with DAP and Potash before broadcasting or can be applied separately in the transplanting holes. Mycorrhiza improves phosphorus availability by up to 20-30% and enhances plant resistance to stress conditions.
 
 Micronutrient Management:
 In case of micronutrient deficiencies, particularly Zinc deficiency (common in paddy fields), apply Zinc Sulphate at 25 kg per hectare as basal dose, or spray 0.5% Zinc Sulphate solution at 2-3 weeks after transplanting.
 
 Protective Gear and Safety Guidelines:
 When handling chemical fertilizers (DAP and Potash), wear protective gear including chemical-resistant gloves, face mask, and protective clothing with long sleeves. Avoid direct contact with skin and eyes. After application, wash hands thoroughly with soap and water. Store fertilizers in a cool, dry place away from children, animals, and food items. Do not mix fertilizers with pesticides or other chemicals unless specifically recommended.
 
 Application Timing and Environmental Safety:
 Apply fertilizers during cooler parts of the day (early morning or evening) to minimize volatilization losses. Ensure proper water management after fertilizer application for better nutrient uptake. Avoid over-application as it can lead to nutrient leaching and environmental pollution. Follow recommended doses strictly to prevent soil and water contamination.
 
If you would like more information or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer."
,https://workdrive.zoho.in/folder/8r5l9ff3c6ea4fea240de9a0d814844f5574a,6989ae766bca0c342047c8d7,69895a5b6bca0c342047c4df,What are the fertilizer requirements and recommendations for wheat cultivation?,"Proper fertilizer management is crucial for achieving optimal wheat yields and grain quality. Wheat is a nutrient-intensive crop that requires balanced nutrition throughout its growth stages, particularly in the Haryana region where soil conditions and climate play important roles in nutrient management.

**Nutrient Requirements for Wheat:**
Wheat requires adequate amounts of macronutrients (Nitrogen, Phosphorus, and Potassium) and micronutrients (Zinc, Iron, and Sulphur) for healthy growth and maximum productivity. The nutrient uptake pattern varies across different growth stages, with peak demand occurring during tillering, stem elongation, and grain filling phases.

**Soil Testing Importance:**
Before applying fertilizers, farmers should conduct soil testing to determine existing nutrient levels and pH. Soil testing laboratories at Krishi Vigyan Kendras or agricultural universities can provide accurate recommendations based on soil health. This practice prevents over-fertilization, saves costs, and protects the environment from nutrient leaching.

**Recommended NPK Doses for Haryana:**
For irrigated wheat cultivation in Haryana, particularly in Mahendra Garh district, the general recommendation is 120-150 kg Nitrogen (N), 60 kg Phosphorus (Pâ‚‚Oâ‚…), and 40 kg Potassium (Kâ‚‚O) per hectare. For areas with sandy loam soils, potassium application becomes more important. These recommendations may vary based on soil test results and previous cropping history.

**Application Schedule and Method:**

**Basal Application (At Sowing):**
Apply the entire dose of Phosphorus (60 kg Pâ‚‚Oâ‚…/ha) and Potassium (40 kg Kâ‚‚O/ha) along with 25% of Nitrogen (30-37.5 kg N/ha) at the time of sowing. This can be achieved by applying 130 kg DAP (Di-ammonium Phosphate) and 65 kg Muriate of Potash per hectare. Place fertilizers 5-7 cm deep in the soil below the seed using a seed-cum-fertilizer drill for better efficiency.

**First Top Dressing (CRI Stage - 21 Days After Sowing):**
Apply 50% of the remaining Nitrogen (45-56 kg N/ha) at the Crown Root Initiation (CRI) stage, which occurs 20-25 days after sowing. This critical application supports root development and tillering. Use 100-120 kg Urea per hectare and apply it with irrigation for better absorption.

**Second Top Dressing (Tillering to Jointing Stage - 40-45 Days):**
Apply the remaining 25% Nitrogen (30-37.5 kg N/ha) at the late tillering to early jointing stage using 65-80 kg Urea per hectare. Ensure soil moisture is adequate during application.

**Organic Fertilizer Options:**
Integrating organic sources enhances soil health and provides sustained nutrient release. Apply 10-12 tonnes of well-decomposed Farm Yard Manure (FYM) or compost per hectare 2-3 weeks before sowing. Incorporation of green manure crops like dhaincha or sunhemp in the previous season adds nitrogen and improves soil structure. Vermicompost at 2.5-3 tonnes per hectare can also supplement chemical fertilizers.

**Micronutrient Management:**
Zinc deficiency is common in Haryana soils, particularly in alkaline conditions. Apply Zinc Sulphate (ZnSOâ‚„) @ 25 kg/ha once every 2-3 years or use foliar spray of 0.5% Zinc Sulphate solution at tillering and flowering stages. Iron deficiency can be corrected with Ferrous Sulphate @ 0.5% foliar spray. Sulphur application @ 20-25 kg/ha through elemental sulphur or gypsum improves protein content in grains.

**Safety Precautions for Chemical Fertilizers:**
While handling chemical fertilizers, farmers should wear protective gloves and avoid direct skin contact. Store fertilizers in dry, covered spaces away from seeds and food items. Do not mix different fertilizers unless recommended, as some combinations may cause nutrient loss. Wash hands thoroughly after fertilizer application.

**Important Advisory:**
Fertilizer recommendations should be adjusted based on irrigation availability, soil type, and variety selection. Late-sown wheat may require modified nitrogen management to prevent lodging. For further guidance or clarification on soil-specific fertilizer recommendations and customized nutrient management plans, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer."
,https://workdrive.zoho.in/folder/ltgclebd28edbe8c547aab5a0bf8f9ea0445f?layout=list,698d509c6bca0c342047d6da,698d4d836bca0c342047d61a,How to manage leaf curl disease (CLCuD) in Bt cotton?,"Leaf curl disease in cotton, scientifically known as Cotton Leaf Curl Disease (CLCuD), is one of the most devastating viral diseases affecting cotton cultivation in Punjab and neighboring states. Disease is caused by whitefly transmitted virus. The diseased plants become stunted and have twisted internodes. Leaves remain small, show cupping and curling. Veinson, the lower side of the leaves becomes thickened with a netted appearance. Small leaflets also develop on the underside of the leaves on the main as well as lateral veins. The number of fruiting bodies is reduced in the diseased plants
 
Detection and Symptoms:
Leaf curl disease typically appears 3-4 weeks after sowing. Early symptoms include upward and downward curling of leaves, with prominent veins on the lower surface turning dark green. Infected leaves become thick, leathery, and cup-shaped. Plants show stunted growth with shortened internodes, giving a bushy appearance. Severely affected plants produce fewer bolls, and those formed are often small and immature. The disease spreads rapidly during warm, humid conditions when whitefly populations are high.
 
Economic Threshold Level (ETL):
For whitefly vectors: 5-8 adults per leaf or 1-2 nymphs per leaf warrants immediate intervention. For disease symptoms: If 2-5% plants show initial curling symptoms in early stages, roguing (removal) should be done immediately to prevent spread.
 
Integrated Management Strategy:
Cultural Practices:
- Use disease-resistant/tolerant varieties like CLCuV-resistant hybrids developed by certified agencies
- Avoid growing American cotton in and around citrus orchards and adjoining bhindi crop.
- Uproot and destroy the diseased plants from time to time.
- Protect the crop against whitefly vector by using recommended insecticides.
- Follow clean cultivation and destroy Kanghi buti (Abutilon sp.) and Peeli buti (Sida sp.), which act as collateral hosts.
- 3-5 foliar spray of salicylic acid (200ppm) or butter milk 5% or Cowurine + Calcium nitrate (6.6%+0.5%) or mustard oil (3.0%) at 15 days interval starting from 30days after sowing. 
- Measures suggested for whiteflyvector control should be followed.

Vector Management (Whitefly Control):
Since CLCuD spreads through whiteflies, controlling the vector is essential:
 - Yellow sticky traps @ 8-10 traps per acre for monitoring and mass trapping
 - Conserve natural enemies like ladybird beetles, lacewings, and spiders
 - Spray neem-based products (Azadirachtin 0.15% EC @ 2.5-3 ml/liter) as a bio-control measure during early stages
 
Chemical Management:
When the whitefly population crosses ETL, chemical intervention becomes necessary. 
 - Pyrefluquinazon 20 WG @ 200 g per acre, spiromesifen 22.9 SC @ 200 ml per acre, flonicamid 50 WG @ 80 g per acre.
 - Maintain a 10-15-day interval between successive sprays
 - Always spray in the morning or evening
 - Use 150-200 litres of water for uniform coverage.
 
Important Note:
For accurate disease diagnosis, variety selection suitable for your area, and region-specific spray schedules, please contact your nearest Krishi Vigyan Kendra (KVK). They can provide soil testing facilities and hands-on training for integrated disease management specific to the Mansa district conditions."
,https://workdrive.zoho.in/folder/zotk8f26a4449f10342459f4ffa8eb0166ab4?layout=list,692d186db202540091528d03,692d1006b202540091528cab,The farmer asked about disease control in Wheat,"The major diseases of wheat are the rusts, particularly brown rust (leaf rust) and black rust (stem rust), along with loose smut. Brown rust symptoms, including small, oval, reddish-brown pustules, appear scattered randomly on the upper surface of the leaves, and in severe infections, leaves turn yellow and prematurely dry. Avoid sowing wheat varieties like WH-147, HI-1500, MP1202, GW322, and GW 273, which are highly susceptible to brown rust, and choose varieties such as MP 3382, HI 1544, HI 8759, HI 1636, DBW 187, DBW 303, MP 1203, MP 1323, and MP 3288, which show resistance against brown rust. To control brown rust, use rust-resistant varieties, avoid excessive use of nitrogen fertilizer, monitor the crop regularly during December to February during the cool humid season, and if you notice any symptoms, spray fungicide. Spray fungicides such as Propiconazole 25% EC at 200 ml per acre in 200 liters of water or Tebuconazole 25% EC at 200 ml per acre in 200 liters of water as soon as you notice symptoms. A timely spray can prevent the disease from spreading. Black rust (stem rust) symptoms include reddish-brown, elongated pustules on the stems and leaf sheaths. As the season progresses and plants mature, the pustules turn black, and in severe infections, the plants fall over and produce shrivelled grains. To control this, plant rust-resistant varieties, remove and destroy infected plants, and spray fungicides such as Propiconazole 25% EC at 200 ml per acre in 200 liters of water or Tebuconazole 25% EC at 200 ml per acre in 200 liters of water as soon as you notice symptoms. Loose smut is a seed-borne disease that affects wheat heads, and the entire ear (inflorescence) is replaced by a black, powdery mass of spores. To control this, treat the seed with Carbendazim 50% WP at 2 g/kg seed or Tebuconazole 2% DS at 1.25 g/kg seed before sowing and remove and destroy infected plants."
,https://workdrive.zoho.in/folder/tk5ivb3da4e168e224be59a9e41f3796a4276,696db889774b35f1baef1767,696db41d774b35f1baef1726,Does spraying herbicides kill all the microorganisms in the soil?,"Herbicides are chemical compounds designed to control weeds in agricultural fields, and their impact on soil microorganisms is an important consideration for maintaining soil health and sustainable paddy cultivation.
 
Impact of Herbicides on Soil Microorganisms:
Most selective herbicides used in paddy cultivation, when applied at recommended doses, do not kill all soil microorganisms. However, they can temporarily affect the microbial population and diversity. The extent of impact depends on the type of herbicide, application rate, frequency, and soil conditions. Non-selective herbicides or excessive applications may cause more significant disruption to beneficial soil microbes, including bacteria, fungi, actinomycetes, and nitrogen-fixing organisms.
 
Recommended Herbicides for Paddy:
For paddy fields in Tamil Nadu, use selective herbicides such as Pretilachlor 50% EC at 500-750 ml/acre as pre-emergence (within 3 days of transplanting) or Bispyribac Sodium 10% SC at 100-120 ml/acre as post-emergence (15-20 days after transplanting). These herbicides target weeds while minimizing harm to soil biology when used correctly.
 
Soil Health Management Practices:
 1. Soil Testing: Conduct soil testing before herbicide application to understand baseline microbial activity and nutrient status. This helps in making informed decisions about chemical usage.
 2. Organic Matter Addition: Incorporate organic materials to support microbial recovery:
 - Apply 5-6 tonnes of well-decomposed Farm Yard Manure (FYM) per acre before transplanting
 - Use vermicompost at 1-2 tonnes per acre
 - Practice green manuring with Dhaincha or Sesbania (20-25 kg seeds/acre) and incorporate 30-40 days before transplanting
 3. Integrated Weed Management: Reduce herbicide dependency by combining:
 - Manual weeding or cono-weeding at 20-25 and 40-45 days after transplanting
 - Maintaining proper water levels (2-5 cm) to suppress weed growth
 - Using weed-free, certified seeds
 4. Microbial Restoration: After herbicide application, promote microbial recovery by:
 - Applying bio-fertilizers like Azospirillum and Phosphobacteria (2 kg each per acre)
 - Using organic amendments like neem cake (100 kg/acre)
 - Ensuring adequate moisture for microbial activity
 
Protective Gear for Herbicide Application:
When handling and applying herbicides, farmers must wear:
 - Chemical-resistant gloves to protect hands
 - Face mask or respirator to avoid inhalation
 - Protective clothing covering arms and legs
 - Eye protection or face shield
 - Boots to prevent skin contact
 
Safety Guidelines:
 - Follow recommended doses strictly; never exceed application rates
 - Apply herbicides during calm weather (morning or evening)
 - Maintain Pre-Harvest Interval (PHI) as specified on the label
 - Store herbicides in original containers away from food and feed
 - Dispose of empty containers safely by triple rinsing
 - Avoid spraying near water bodies to prevent contamination
 - Wash hands and exposed skin thoroughly after application
 
Environmental Safety:
To minimize environmental impact, adopt herbicide rotation to prevent resistance development and reduce continuous exposure of soil microorganisms to the same chemicals. Maintain buffer zones near aquatic ecosystems.
 
For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer."
,https://workdrive.zoho.in/folder/l67vle85ad130c8ac4b749dbea396231d723f,69c0cccc5291127d9d717d9a,69c0c9115291127d9d717d3e,What spray should be applied during the initial flowering stage of green gram (moong) crop?,"The initial flowering stage is critical for green gram (moong) crop development, as proper nutrition and protection during this period directly influence pod formation and yield. However, the UP POP does not specifically mention the application of any fertilizers or chemicals before the flowering stage of the crop.

However, other states recommend the application of:

Foliar spray of NAA at 40 mg/litre and salicylic acid at 100 mg/litre, once at the pre-flowering stage and again 15 days later, to reduce flower shedding.
Foliar spray of salicylic acid at 100 mg/litre at the pre-flowering stage and again 15 days thereafter to improve translocation efficiency and seed yield.

However, the application of these chemicals depends on environmental, soil, and crop factors. Unnecessary application of chemicals only increases the cost of crop production. The application of the recommended doses of fertilizers for greengram as per the UP POP is sufficient for good growth and development. The recommended dose of fertilizers is as follows: apply at sowing time in furrows - Nitrogen: 6 kg/acre, Phosphorus: 16 kg/acre, 8 kg potassium and Sulphur: 8-10 kg/acre (13 kg urea, 100 kg SSP and 13 kg MOP). Additionally, spray a 2% urea solution (20 gm urea in 1 liter water) at the pod formation stage to increase yield.

Hence, the farmer is advised to visit the nearest KVK before applying any chemicals to assess the crop’s requirements based on environmental and crop conditions, as unnecessary application may increase the cost of production and lead to environmental degradation."
UP Comprehensive POP Krishi Manjusha,https://workdrive.zohoexternal.in/folder/xboj651ae7ee7d76c407680872be1deb5217d?layout=list,69c4cb2b50e0bc47af1557e1,69c4bb3f50e0bc47af15567b,What are the recommended methods and herbicides for effective weed control in groundnut cultivation?,"Effective weed control in groundnut is critical during the first 30-45 days after sowing, as this is the most sensitive period when weeds compete vigorously for nutrients, water, and sunlight. An integrated approach combining cultural, mechanical, and chemical methods provides optimal results.

Critical Weed Competition Period:
Groundnut is most susceptible to weed competition during the first 30-45 days after sowing. Uncontrolled weeds during this period can reduce yields by 30-70%.

Cultural and Mechanical Methods:

• Pre-sowing Preparation: Plough the field 2-3 times and prepare a fine tilth to reduce existing weed seed bank.
• Mulching: Apply crop residue or black polyethylene mulch to suppress weed germination and conserve soil moisture.
• Hand Weeding: Conduct 2-3 manual weedings at 20, 40, and 60 days after sowing. This is labor-intensive but effective for small holdings.
• Mechanical Weeding: Use hand-hoe or wheel-hoe for inter-row cultivation at 20 and 40 days after sowing to remove weeds and improve soil aeration.

Chemical Weed Control:

Pre-Emergence Herbicides (apply within 2-3 days after sowing):

• Pendimethalin 30% EC: 1.2 liters per acre in 200-240 liters of water. Controls annual grasses and some broad-leaved weeds. Apply as a uniform spray immediately after sowing before weed emergence.

• Imazethapyr 10% SL: 400 ml per acre in 200-240 liters of water. Effective against both grasses and broad-leaved weeds. Apply 1-3 days after sowing.

Post-Emergence Herbicides (apply 15-20 days after sowing):

• Imazethapyr 10% SL: 300 ml per acre in 200 liters of water. Apply when weeds are at 2-4 leaf stage.

• Quizalofop-ethyl 5% EC: 400 ml per acre in 200 liters of water. Specifically controls grass weeds. Apply when grasses are actively growing (3-5 leaf stage).

Integrated Approach (Recommended):

Combine pre-emergence herbicide application + one hand weeding at 30-35 days after sowing. This reduces labor requirements while maintaining effective control.

Application Guidelines:

• Apply herbicides uniformly using a knapsack sprayer with flat-fan nozzle.
• Ensure adequate soil moisture for pre-emergence herbicides to be effective.
• Avoid spraying during windy conditions or extreme temperatures.
• Do not apply herbicides if rain is expected within 6 hours.

Personal Protective Equipment (PPE):

When handling and applying herbicides, always wear:
• Long-sleeved shirt and long pants
• Chemical-resistant gloves
• Safety goggles or face shield
• Respirator mask or face covering
• Closed-toe waterproof boots
• Wash all exposed skin thoroughly after application

Pre-Harvest Interval (PHI):

Maintain minimum 60-90 days interval between herbicide application and harvest, depending on the specific chemical used. Imazethapyr typically requires 60 days PHI.

Important Precautions:

• Avoid herbicide contact with groundnut foliage during post-emergence application.
• Rotate herbicides with different modes of action to prevent resistance development.
• Calibrate sprayers properly to ensure correct dosage.
• Store herbicides in original containers away from food and feed.

For specific recommendations or field-level diagnosis, please contact your nearest Krishi Vigyan Kendra (KVK) or Block Agriculture Officer."
UP Comprehensive POP Krishi Manjusha_Hindi (1).pdf- Uttar Pradesh Comprehensive Package of Practices,https://workdrive.zohoexternal.in/file/xboj6b31d42bf5d4343a2b9d5fd1258017987,69c4cd9b50e0bc47af1557f6,69c4bb3f50e0bc47af1556a3,What should I do if there is mold/fungus growing on groundnut plants?,"Mold or fungus growth on groundnut plants is a serious concern that can significantly reduce yield and quality. This condition typically indicates fungal diseases such as Collar/Crown Rot. Here's a comprehensive management approach:

Identification: This disease affects groundnuts during the germination stage. Black fungal growth appears on the affected parts and is clearly visible.
Treatment: Seed treatment (seed dressing) should be performed before sowing.  Use Mancozeb 75 WP @ 25 to 30 gm/10 kg seeds.


For specific recommendations or field-level diagnosis, please contact your nearest Krishi Vigyan Kendra (KVK) or Block Agriculture Officer.
"
