_id,text,metadata_state,metadata_page_no,metadata_headings,metadata_source,metadata__node_type,metadata_document_id,metadata_doc_id,metadata_ref_doc_id,metadata__node_content,metadata_pop_name,created_at,metadata_anchor_id,metadata_subchunk_index,metadata_subchunk_total
5d55cd28-8350-46b0-91aa-9cdc606607f2,"295

<!-- PAGE BREAK -->",Karnataka,715,"[""295""]",https://workdrive.zoho.in/file/0u4ck6f0f0e3687024b74917489a52fcd6683,TextNode,c9f53148-1553-4abd-b80f-d987641fae4d,c9f53148-1553-4abd-b80f-d987641fae4d,c9f53148-1553-4abd-b80f-d987641fae4d,(populate LlamaIndex JSON string in production),"ICAR Rabi Agro-Advisories for Farmers 2021-2022_Indian Council of Agricultural Research, Krishi Bhawan, New Delhi",2026-04-07T08:48:39.721000,,,
684cae15-8580-4049-b13c-be2a493cfc35_p1,"<tr><td id=""23-24"">ಬಿಸಿಲಿನ ಅವಧಿ (ಘಂಟೆ)</td><td id=""23-25"">9.0</td><td id=""23-26"">9.9</td><td id=""23-27"">8.5</td><td id=""23-28"">8.7</td><td id=""23-29"">6.8</td><td id=""23-2a"">3.0</td><td id=""23-2b"">2.2</td><td id=""23-2c"">3.3</td><td id=""23-2d"">6.1</td><td id=""23-2e"">5.6</td><td id=""23-2f"">7.6</td><td id=""23-2g"">8.0</td><td id=""23-2h"">6.6</td></tr>
<tr><td id=""23-2i"">ಗಾಳಿಯ ವೇಗ (ಕಿ.ಮೀ/ಘಂಟೆ)</td><td id=""23-2j"">4.2</td><td id=""23-2k"">4.6</td><td id=""23-2l"">4.8</td><td id=""23-2m"">5.7</td><td id=""23-2n"">7.7</td><td id=""23-2o"">9.5</td><td id=""23-2p"">9.8</td><td id=""23-2q"">8.3</td><td id=""23-2r"">5.7</td><td id=""23-2s"">4.5</td><td id=""23-2t"">4.4</td><td id=""23-2u"">4.2</td><td id=""23-2v"">6.1</td></tr>
<tr><td id=""23-2w"">ಮೋಡದ ಪ್ರಮಾಣ (ಅಕ್ಷ)</td><td id=""23-2x"">1.0</td><td id=""23-2y"">1.2</td><td id=""23-2z"">1.2</td><td id=""23-2A"">2.2</td><td id=""23-2B"">3.3</td><td id=""23-2C"">5.2</td><td id=""23-2D"">5.9</td><td id=""23-2E"">5.7</td><td id=""23-2F"">4.0</td><td id=""23-2G"">3.9</td><td id=""23-2H"">3.0</td><td id=""23-2I"">1.9</td><td id=""23-2J"">3.2</td></tr>
</table>",Karnataka,23,"[""Table 4 : Routine average weather data for Agricultural Zone-7 (Southern Semi-Hills).""]",https://workdrive.zoho.in/file/0u4ck6f4a43531b7f4cb6b3c57c6167c7ca73,TextNode,6ba235a5-505d-442f-b2fe-09c4d7ee6b14,6ba235a5-505d-442f-b2fe-09c4d7ee6b14,6ba235a5-505d-442f-b2fe-09c4d7ee6b14,(populate LlamaIndex JSON string in production),"Compressive POP-Package of Practice_University of Agricultural Science, Bangalore_ The Gandhi Krishi Vignana Kendra (GKVK) Yelahanka, North Bengaluru, Karnataka",2026-04-07T08:48:48.948000,684cae15-8580-4049-b13c-be2a493cfc35,1,2
f315f5ca-c246-4f1c-8f03-414ff09614b1,"Harvesting and yield: The crop is ready for harvesting in 5 1/2 to 6 months after planting.If flowers are found during growth, plucking them will give more yield.The top of the plant should be cut off and the earth should be dug or plowed and the roots should be separated and washed, cut into pieces and dried.An average of 1500 kg.Dried roots can be obtained from each hectare.",Karnataka,266,[],https://workdrive.zoho.in/file/0u4ck92141867d7d24f57a6a0f6cc52cda094,TextNode,f98fd64d-f575-48d2-ba9f-965266a61a81,f98fd64d-f575-48d2-ba9f-965266a61a81,f98fd64d-f575-48d2-ba9f-965266a61a81,(populate LlamaIndex JSON string in production),"Compressive Horticultural -POP-Package of Practice _ University of Horticultural Science,Bagalkot(UHSB)_Udyanagiri, Navanagar, Bagalkot - 587104, Karnataka",2026-04-07T08:49:00.843000,,,
387edbd0-bfcf-446f-83d6-aed4b04b09cb,"<table id=""2-h"">
<tr><td id=""2-i"" colspan=""2"">Kodvada : Plant Protection Practices</td></tr>
<tr><td id=""2-j"">Pests</td><td id=""2-k"">Symptoms of damage</td></tr>
<tr><td id=""2-l"">2</td><td id=""2-m"">3</td></tr>
<tr><td id=""2-n"">Drips nusi,</td><td id=""2-o"">Both these insects suck sap from leaves.Honey causes the leaves to curl upwards.or 0.5 ml.Pastamidon 85 W.S.C.The young parts of the buds become stiff and deformed.When the aphid infestation increases, black mold develops.Drips also transmit the virus that causes warts.</td></tr>
</table>",Karnataka,3,[],https://workdrive.zoho.in/file/k8yew900689da2a3f4635a234b2cb98340cd9,TextNode,d44b07c6-4460-44b5-b8de-8b40c1eb1591,d44b07c6-4460-44b5-b8de-8b40c1eb1591,d44b07c6-4460-44b5-b8de-8b40c1eb1591,(populate LlamaIndex JSON string in production),"Chilli-POP -Package of Practice _University of Agricultural Science, Raichur(UASR), UAS Campus, Main Agricultural Research Station, Maddipet, Raichur - 584102, Karnataka",2026-04-07T08:48:17.118000,,,
3aeed4bd-e33c-4de4-8631-a425ba1380d1,"Live mulching (raising diverse legume intercrops with cereals for supplying phosphorus,  potassium,  and  sulphur  to  monocotyledons,  such  as  rice, wheat, ragi, etc.).

Crop residue mulching should be applied immediately after sowing of the crops to  reduce germination of weeds in the field. Depending upon the crop residues, generally 5 to 7 tonnes are required to cover one ha area for all the crops except rice in which Azolla can be used as mulching material. Mulching should be done in all the seasons. Some of the leguminous cover crops which can be introduced in natural farming are spreading type cowpea, horse gram and calopogonium.

## 9. Weed Management:

Weed management in natural farming is effectively achieved through diversified cropping  systems  like  intercropping or multi-cropping, which reduce space and resources available for weeds. Fast-growing or dense-canopy crops help shade the  soil,  preventing  weed  seed  germination.  Maintaining  rich,  healthy  soil with abundant organic matter supports vigorous crop growth that naturally outcompetes  weeds.  Organic  matter,  like  crop  residues  or  compost,  acts  as mulch, further preventing weed growth by blocking sunlight.

First  weeding  is  done  two  weeks  after  seed sowing or after transplanting. For early  weeding  use  weeder  or  cone-weeder  or  cycle  weeder  at  every  15  days intervals for three times. It will reduce labour cost, allow soil for aeration, luxuriant root growth and easy access of soil nutrient and water.

## 10. Plant Protection:

Plant protection relies on creating a balanced ecosystem to manage pests and diseases.  Diversified  cropping  systems,  such  as intercropping and polyculture, help disrupt pest  life  cycles  by  offering  habitats  for  natural  predators  like ladybugs, birds, and spiders, which control pest populations and disease causing organisms. These systems also make it harder for pests to target multiple crops at  once.  Seed  treatments  strengthen  seedlings,  enhancing  their  resistance  to pests  and  diseases.",Pops_Multiple_States,,[],https://workdrive.zoho.in/file/zu51zd898177264804b4d83d01ce98b768a7b,TextNode,acc9a7ff-11cd-4a3e-aad0-8f52db1c369c,acc9a7ff-11cd-4a3e-aad0-8f52db1c369c,acc9a7ff-11cd-4a3e-aad0-8f52db1c369c,"{""id_"": ""3aeed4bd-e33c-4de4-8631-a425ba1380d1"", ""embedding"": null, ""metadata"": {""page_no"": null, ""headings"": [], ""source"": ""https://workdrive.zoho.in/file/zu51zd898177264804b4d83d01ce98b768a7b""}, ""excluded_embed_metadata_keys"": [], ""excluded_llm_metadata_keys"": [], ""relationships"": {}, ""metadata_template"": ""{key}: {value}"", ""metadata_separator"": ""\n"", ""text"": """", ""mimetype"": ""text/plain"", ""start_char_idx"": 0, ""end_char_idx"": 0, ""metadata_seperator"": ""\n"", ""text_template"": ""{metadata_str}\n\n{content}"", ""class_name"": ""TextNode""}",POP- Natural Farming Practices,2025-10-31T08:26:02.344000,,,
42d17f49-5dca-4362-94ee-7faaf5e64b3e,"The full moon occurs when the moon is fully visible: The full moon phase is associated with  a  peak  in  energy  and  light.  It  is  believed  that  the  full  moon  encourages  plant maturation and seed setting. This phase is considered ideal for harvesting mature crops that are ready for seed saving. Seeds collected during the full moon are believed to be more  potent  and  have  better germination rates. Additionally, this phase is associated with the collection of medicinal herbs and crops that need to be harvested at their peak vitality.  The waning moon occurs after the full moon, as the moon decreases in size.

Impact on Seed Selection: The waning moon is believed to slow down plant growth and encourage the focus to shift below ground, improving root health and soil fertility. This is a  good  time  for  seed  selection  that requires less above-ground growth, such as root vegetables (carrots, potatoes, etc.) or perennials. It is also a phase for maintaining the soil,  applying  compost,  and  ensuring  that  the  land  is  in  good  condition  for  future

planting. The waning moon is not typically considered an ideal time for planting seeds, but it's used for other important agricultural activities like weeding, soil preparation, and harvesting crops that are meant to be stored.

## iv. Protocol to be followed:

1.  Obtain  seeds  from  community  seed  banks,  traditional  farmers,  or  indigenous knowledge  holders.  Use  seeds  saved  from  previous  harvests  of  traditional  varieties grown on the farm. Prevent cross-pollination by isolating indigenous varieties from other crops or hybrids during flowering. Regularly monitor fields to rogue out plants that do not conform to the desired characteristics. Dry seeds thoroughly after harvest to reduce moisture  content  and  prevent  spoilage.  Store  seeds  in  cool,  dark,  and  pest-free conditions,  using  breathable  containers  such  as  cloth  bags  or  clay  pots.  Conduct germination tests before planting to ensure seed viability. This can be done by sprouting a small sample in moist conditions and observing the germination rate.
2.  Choose fields practicing natural farming methods to ensure the seeds are free from synthetic  chemical  contamination.",Pops_Multiple_States,,[],https://workdrive.zoho.in/file/zu51zd898177264804b4d83d01ce98b768a7b,TextNode,85efb850-c0e2-4c14-8a0e-51c133714829,85efb850-c0e2-4c14-8a0e-51c133714829,85efb850-c0e2-4c14-8a0e-51c133714829,"{""id_"": ""42d17f49-5dca-4362-94ee-7faaf5e64b3e"", ""embedding"": null, ""metadata"": {""page_no"": null, ""headings"": [], ""source"": ""https://workdrive.zoho.in/file/zu51zd898177264804b4d83d01ce98b768a7b""}, ""excluded_embed_metadata_keys"": [], ""excluded_llm_metadata_keys"": [], ""relationships"": {}, ""metadata_template"": ""{key}: {value}"", ""metadata_separator"": ""\n"", ""text"": """", ""mimetype"": ""text/plain"", ""start_char_idx"": 0, ""end_char_idx"": 0, ""metadata_seperator"": ""\n"", ""text_template"": ""{metadata_str}\n\n{content}"", ""class_name"": ""TextNode""}",POP- Natural Farming Practices,2025-10-31T08:26:02.344000,,,
2af37178-8f91-4d0c-8d30-4102a1b542dc,"- In  the  cases  where  complications arise.
- If further investigations are needed.
- In  case  of Kshataja (blood  stained sputum) and Kshayaja Kaasa

## LEVEL 2: CHC'S OR SMALL HOSPITALS WITH BASIC FACILITIES

If patient is not responding to level-1 treatment,  following  investigations  should be carried out.

- Hemogram with ESR
- Sputum
- X-Ray Chest PA View

Treatment: Treatment given in level -1 may be  continued.  Following  medicines  may  be added.

## Table 1.6: Common medicines at level 2 for all type of Kasa

| Drugs                  | Dosage form      | Dose        | Time of administration   | Anupana                                                                      |
|------------------------|------------------|-------------|--------------------------|------------------------------------------------------------------------------|
| Chandramrut Rasa 35    | Vati             | 1 Tab       | Twice a day              | Ajadugdha in Vata , Gojihvadi Kwatha 36 in Kapha , Draksharishta 37 in Pitta |
| Bhagottara Gutika 38   | Two tabs         | 2 Tab       | Thrice a day             | Luke warm water                                                              |
| Lavangadi Vati 39      | Vati as lozenges | 6 pills/day | Six time a day           | -                                                                            |
| Khadiradi Vati 40      | Vati as lozenges | 6 pills/day | Six time a day           | -                                                                            |
| Samasharkara Churna 41 | Powder           | 2-4 gm      | Twice a day              | Honey                                                                        |

## Table 1.7: Medicines at level 2 for different type of Kasa

| Drug                        | Dosage          | Dose            | Time of Administration   | Duration     | Anupana                      |
|-----------------------------|-----------------|-----------------|--------------------------|--------------|------------------------------|
| Vataja Kasa",Tamil Nadu,,[],https://workdrive.zohoexternal.in/file/2bmyq9e40fac2070647a9a6ec2795eb040074,TextNode,ab3b2aae-0172-4547-95b9-c1774d0da9cd,ab3b2aae-0172-4547-95b9-c1774d0da9cd,ab3b2aae-0172-4547-95b9-c1774d0da9cd,"{""id_"": ""2af37178-8f91-4d0c-8d30-4102a1b542dc"", ""embedding"": null, ""metadata"": {""page_no"": null, ""headings"": [], ""source"": ""https://workdrive.zohoexternal.in/file/2bmyq9e40fac2070647a9a6ec2795eb040074""}, ""excluded_embed_metadata_keys"": [], ""excluded_llm_metadata_keys"": [], ""relationships"": {}, ""metadata_template"": ""{key}: {value}"", ""metadata_separator"": ""\n"", ""text"": """", ""mimetype"": ""text/plain"", ""start_char_idx"": 0, ""end_char_idx"": 0, ""metadata_seperator"": ""\n"", ""text_template"": ""{metadata_str}\n\n{content}"", ""class_name"": ""TextNode""}",Downloads_17012023_Ayurvedic Standard Treatment Guildelines,2025-10-31T08:26:02.334000,,,
4c8c72bc-77f0-440f-8fdd-f911057b83cd,819,Karnataka,7,"[""819""]",https://workdrive.zoho.in/file/k8yew61ef8e28fba04c7fb9133e30f90217dc,TextNode,b73b1dd8-af79-4446-a0cf-6da41be6510c,b73b1dd8-af79-4446-a0cf-6da41be6510c,b73b1dd8-af79-4446-a0cf-6da41be6510c,(populate LlamaIndex JSON string in production),"Chick Pea-Green gram-POP -Package of Practice _University of Agricultural Science, Raichur(UASR), UAS Campus, Main Agricultural Research Station, Maddipet, Raichur - 584102, Karnataka",2026-04-07T08:48:15.570000,,,
92478bed-e41e-4b8f-b980-c0dfd2ece107,"Grading: As there are no specified grades, generally flowers are classified by length of flower,
Classification is done on the basis of factors such as the length of the chanti.
Packing of flowers",Karnataka,331,"[""Grading: As there are no specified grades, generally flowers are classified by length of flower,""]",https://workdrive.zoho.in/file/0u4ck92141867d7d24f57a6a0f6cc52cda094,TextNode,f98fd64d-f575-48d2-ba9f-965266a61a81,f98fd64d-f575-48d2-ba9f-965266a61a81,f98fd64d-f575-48d2-ba9f-965266a61a81,(populate LlamaIndex JSON string in production),"Compressive Horticultural -POP-Package of Practice _ University of Horticultural Science,Bagalkot(UHSB)_Udyanagiri, Navanagar, Bagalkot - 587104, Karnataka",2026-04-07T08:49:01.886000,,,
a4b03285-80d9-4779-91ab-06c27d447ad8,"Cowpea
Sow cowpea as a rainy season crop in June-July using the variety Cowpea 263 with a spacing of 45 x 15 cm, applying 45 kg Urea, 100 kg SSP, and 16 kg MOP per acre at sowing, along with seed inoculation using Bavistin and Rhizobium culture. Control sucking pests like aphids and whitefly with alternate sprays of Neem-based pesticide 1500 ppm at 600 ml/acre and Imidacloprid 17.8 at 70 ml/acre. Manage fungal diseases by treating seeds with Carbendazim at 0.2%, Thiram at 0.3%, or Captan at 0.3%.",Karnataka,210,"[""Cowpea""]",https://workdrive.zoho.in/file/0u4ck598c81fd38fa46d2b168b78abddaed42,TextNode,69e68b29-6a66-4ada-a276-aa5dd50f2a72,69e68b29-6a66-4ada-a276-aa5dd50f2a72,69e68b29-6a66-4ada-a276-aa5dd50f2a72,(populate LlamaIndex JSON string in production),"ICAR Kharif Agro-Advisories for Farmers 2025_Indian Council of Agricultural Research, Krishi Bhawan, New Delhi",2026-04-07T08:48:26.059000,,,
5d88247c-3ada-4783-8744-a9d544e712d0,"xi)

xii)

269

3.2.11. GAP FILLING

Dibble 3 to 4 seeds in each gap if sufficient moisture is available.

3.2.12. THINNING SEEDLINGS

xix)

Allow  two  seedlings  per  hole  and  thin  out  on  15th  day  of  sowing,  adopting proper spacing between plants.

Thin the pulse crop on the 20th day of sowing, adopting a spacing of 15 cm between plants for cowpea and 10 cm for other pulse crop.

3.2.13. FOLIAR FERTILIZATION

Spray 0.5% urea and 1% KCl on the 45th and 65th day of sowing if sufficient moisture is available.

In site water harvesting and crop resident addition for rainfed cotton in black soil.

Brand  Bed  Furrow  (BBF)  system  wth  coirpith  application  @  5  t/ha  for  higher  soil moisture retension, seed cotton yield and enhanced the carbon storage under vermisols.

3.2.14. INTERCULTIVATION WITH DHANTHULU/BLADE HARROW

Work dhanthulu or blade harrow on the 30th and 45th day of sowing.

NOTE: Other cultivation practices, plant protection measures, harvest etc., are the same as for the irrigated crop.

CROP PHYSIOLOGY

Foliar spray of TNAU Cotton Plus @ 2.5 kg/acre in 200 litres of water at flowering and  at  boll  formation  stages  reduces  flower  and  square  shedding,  improves  boll

bursting, increases seed cotton yield and imparts drought  tolerance.

CROP PROTECTION

B.

xx)

PEST MANAGEMENT



Remove the cotton crop and dispose off the crop residues as soon as harvest is over.





















Avoid stacking of stalks in the field.

Avoid ratoon and double cotton crop.

Adopt proper crop rotation.

Use optimum irrigation and fertilizers.

Grow one variety throughout the village as far as possible.",Tamil Nadu,,[],https://workdrive.zohoexternal.in/file/2bmyq9d676ab8baf74386bf8078b151fa9f4f,TextNode,04e23b2a-599e-4ba1-adff-78402a074e7f,04e23b2a-599e-4ba1-adff-78402a074e7f,04e23b2a-599e-4ba1-adff-78402a074e7f,"{""id_"": ""5d88247c-3ada-4783-8744-a9d544e712d0"", ""embedding"": null, ""metadata"": {""page_no"": null, ""headings"": [], ""source"": ""https://workdrive.zohoexternal.in/file/2bmyq9d676ab8baf74386bf8078b151fa9f4f""}, ""excluded_embed_metadata_keys"": [], ""excluded_llm_metadata_keys"": [], ""relationships"": {}, ""metadata_template"": ""{key}: {value}"", ""metadata_separator"": ""\n"", ""text"": """", ""mimetype"": ""text/plain"", ""start_char_idx"": 0, ""end_char_idx"": 0, ""metadata_seperator"": ""\n"", ""text_template"": ""{metadata_str}\n\n{content}"", ""class_name"": ""TextNode""}",Agriculture-CPG-2020,2025-10-31T08:26:02.338000,,,
f6c0a2b6-0251-4672-bc32-bce563029f78,"Urh                   | 'kqØokj              | 14-04-2023                  |
|      10 | ij'kqjke t;Urh                               | 'kfuokj              | 22-04-2023                  |
|      11 | bZnqy fQrj ¼pk¡n ls½                         | 'kfuokj              | 22-04-2023                  |
|      12 | egkjk.kk izrki t;Urh                         | lkseokj              | 22-05-2023                  |
|      13 | bZny tqgk                                    | xq:okj               | 29-06-2023                  |
|      14 | eqgjZe ¼rkft;k pk¡n ls½                      | 'kfuokj              | 29-07-2023                  |
|      15 | fo'o vkfnoklh fnol                           | cq/kokj              | 09-08-2023                  |
|      16 | Lora=rk fnol                                 | eaxyokj              | 15-08-2023                  |
|      17 | j{kk ca/ku                                   | cq/kokj              | 30-08-2023                  |
|      18 | Ñ"".k tUek'Veh                                | xq:okj               | 07-09-2023                  |
|      19 | jkenso t;Urh@rstk n'keh@ [kstM+yh@'kghn fnol | lkseokj              | 25-09-2023                  |
|      20 | ckjkoQkr ¼pk¡n ls½                           | xq:okj               | 29-09-2023                  |
|      21 | egkRek xka/kh t;Urh                          | lkseokj              | 02-10+-2023                 |
|      22 | uojkf= LFkkiuk ,oa egkjktk vxzlsu t;Urh      | jfookj               | 15-10-2023                  |
|      23 | nqXkkZ'Veh                                   | jfookj               | 22-10-2023                  |
|      24 | fot;",Rajasthan,,[],https://workdrive.zohoexternal.in/file/2bmyq265c359ce2234846b4701f7c492dc6e6,TextNode,fa66b5ee-357d-4f58-8ea9-1197933f60af,fa66b5ee-357d-4f58-8ea9-1197933f60af,fa66b5ee-357d-4f58-8ea9-1197933f60af,"{""id_"": ""f6c0a2b6-0251-4672-bc32-bce563029f78"", ""embedding"": null, ""metadata"": {""page_no"": null, ""headings"": [], ""source"": ""https://workdrive.zohoexternal.in/file/2bmyq265c359ce2234846b4701f7c492dc6e6""}, ""excluded_embed_metadata_keys"": [], ""excluded_llm_metadata_keys"": [], ""relationships"": {}, ""metadata_template"": ""{key}: {value}"", ""metadata_separator"": ""\n"", ""text"": """", ""mimetype"": ""text/plain"", ""start_char_idx"": 0, ""end_char_idx"": 0, ""metadata_seperator"": ""\n"", ""text_template"": ""{metadata_str}\n\n{content}"", ""class_name"": ""TextNode""}",Prospectus 2023-24 (Final),2025-10-31T08:26:02.313000,,,
965cd08a-ef-43fc-82ed-5f1648d67957,"296

<!-- PAGE BREAK -->",Karnataka,303,"[""296""]",https://workdrive.zoho.in/file/0u4ck6f0f0e3687024b74917489a52fcd6683,TextNode,c9f53148-1553-4abd-b80f-d987641fae4d,c9f53148-1553-4abd-b80f-d987641fae4d,c9f53148-1553-4abd-b80f-d987641fae4d,(populate LlamaIndex JSON string in production),"ICAR Rabi Agro-Advisories for Farmers 2021-2022_Indian Council of Agricultural Research, Krishi Bhawan, New Delhi",2026-04-07T08:48:35.736000,,,
4328f2fb-f80a-4189-afa7-013bac38223a,"Sapling preparation: 7.5 m for preparing saplings required for one hectare area.Length 1.2 m.wide and 10 cm.m.Prepare tall saplings 30 km.gram (3-4 basket) of barnyard manure and half a kg.Apply 15:15:15 gram of compound chemical fertilizer to each layer and mix it well into the soil, treat sowing seeds with 2 grams of mercury compound.8 cmm.Sow the seed in spaced rows or spread the seed thinly in the furrows, cover the barn with manure or soil, provide a dry grass cover during summer days until the seedlings emerge and water daily in the evening.10 days before transplanting reduce the amount of water to the seedlings so that the seedlings become hard.Sown seeds germinate in one week and seedlings are ready for transplanting in six weeks.",Karnataka,95,[],https://workdrive.zoho.in/file/0u4ck92141867d7d24f57a6a0f6cc52cda094,TextNode,f98fd64d-f575-48d2-ba9f-965266a61a81,f98fd64d-f575-48d2-ba9f-965266a61a81,f98fd64d-f575-48d2-ba9f-965266a61a81,(populate LlamaIndex JSON string in production),"Compressive Horticultural -POP-Package of Practice _ University of Horticultural Science,Bagalkot(UHSB)_Udyanagiri, Navanagar, Bagalkot - 587104, Karnataka",2026-04-07T08:48:57.798000,,,
90237cc2-2331-4dac-882a-e0995e86d1bc,"2.Animal nutrition

I found in food components and their deficiency
Errors encountered and troubleshooting... 52
II Balanced animal feed ... 59
III Method of preparation of donor mixture ... 65
Dosage of IV Donor Mixture to Cattle ... 66
V Livestock maintenance in case of natural calamity ... 67
VI Non-conventional food ingredients in animal feed ... 69
VII Nutrient of low grade fodder
Methods of increasing ... 70",Karnataka,7,"[""2.Animal nutrition""]",https://workdrive.zoho.in/file/0u4ck5a35d75559e44204a8b5c8dc6af6b8f7,TextNode,09f41b33-a79e-460b-810e-7d99825d02a2,09f41b33-a79e-460b-810e-7d99825d02a2,09f41b33-a79e-460b-810e-7d99825d02a2,(populate LlamaIndex JSON string in production),"Advanced animal husbandary practice_University of Agricultural Science, Dharward (UASD)_Krishinagar, Dharwad - 580005, Karnataka",2026-04-07T08:48:42.401000,,,
f328c8cc-e512-4e5b-a650-083da6785d61,"Andaman and Nicobar Islands
ANDAMAN & NICOBAR ISLANDS",Karnataka,583,"[""Andaman and Nicobar Islands""]",https://workdrive.zoho.in/file/0u4ck6f0f0e3687024b74917489a52fcd6683,TextNode,c9f53148-1553-4abd-b80f-d987641fae4d,c9f53148-1553-4abd-b80f-d987641fae4d,c9f53148-1553-4abd-b80f-d987641fae4d,(populate LlamaIndex JSON string in production),"ICAR Rabi Agro-Advisories for Farmers 2021-2022_Indian Council of Agricultural Research, Krishi Bhawan, New Delhi",2026-04-07T08:48:38.730000,,,
079b7837-7063-4b68-9436-8f42b420b6b0,"Agronomic Practices
Sub-soiling: Cross sub-soiling at 1.0 m spacing should be done once in three to four years, before preparing the field. This is done by tractor drawn sub-soiler, upto a depth of 45-50 cm. Do planking to break the clods and then prepare seed bed. This will help in breaking the hard pan, increase water infiltration rate and better penetration of roots.
Land Preparation: Give three to four ploughings, each followed by planking. Use a furrow turning plough for the first ploughing. If the crop is to be sown after harvesting of senji (fodder), 3 to 4 ploughing are enough for seed bed preparation.
Time of Planting: Mid-February to the end of March is the optimum time for planting sugarcane in the Punjab. Do not plant early maturing varieties after March. Avoid late planting. If late planting has to be done, adopt the following practices:
- In case of late planting, any mid late maturing variety should be preferred.
- Use higher seed-rate, viz. 30 thousand three-budded sets per acre.
- Control the early shoot-borer effectively as it is particularly serious in the late-planted crop.
Seed Selection: The seed should be free from red-rot, wilt, smut, ratoon-stunting and grassy shoot diseases. Use only the top two-third portion of the selected canes for planting.
Seed Rate: Use 20 thousand three-budded setts or 15 thousand four-budded sets or 12  thousand  five-budded  setts  per  acre.  Longer  setts  are  particularly  good  for  rain-fed conditions. In other words, 30-35 quintal of seed, depending upon the variety, is required for sowing one acre. Due to thick canes, seed rate of Co 118 and CoJ 85 should be kept about 10% higher (on weight basis).
Seed  Treatment: To  improve  the  germination,  soak  the  setts  in  ethrel  solution overnight. To prepare the solution, dissolve 25 mL  of Ethrel 39 SL in 100 liters of water. Alternatively,  soak the setts in water for 24 hours before planting.",Punjab,87,"[""Agronomic Practices""]",https://storage.googleapis.com/annam-dataset/pops/Punjab_Kharif_2025.pdf,TextNode,9e19440e-b749-4b69-b442-5f0940975305,9e19440e-b749-4b69-b442-5f0940975305,9e19440e-b749-4b69-b442-5f0940975305,"{""id_"": ""079b7837-7063-4b68-9436-8f42b420b6b0"", ""embedding"": null, ""metadata"": {""page_no"": 87, ""headings"": [""Agronomic Practices""], ""source"": ""https://storage.googleapis.com/annam-dataset/pops/Punjab_Kharif_2025.pdf""}, ""excluded_embed_metadata_keys"": [], ""excluded_llm_metadata_keys"": [], ""relationships"": {""1"": {""node_id"": ""9e19440e-b749-4b69-b442-5f0940975305"", ""node_type"": ""4"", ""metadata"": {""page_no"": 87, ""headings"": [""Agronomic Practices""], ""source"": ""https://storage.googleapis.com/annam-dataset/pops/Punjab_Kharif_2025.pdf""}, ""hash"": ""e1a44165482da1b1d7fd1fd9670bc72ab00026e9c990f89faad3baa923fba1ae"", ""class_name"": ""RelatedNodeInfo""}}, ""metadata_template"": ""{key}: {value}"", ""metadata_separator"": ""\n"", ""text"": """", ""mimetype"": ""text/plain"", ""start_char_idx"": 0, ""end_char_idx"": 1935, ""metadata_seperator"": ""\n"", ""text_template"": ""{metadata_str}\n\n{content}"", ""class_name"": ""TextNode""}",POP-Package of Practices Kharif 2025_PAU Punjab Agriculture University_Ludhiana,,,,
